idx,from_airport_id,to_airport_id,aircraft_id
17878,HKG,CTS,744
17879,HKG,CTU,320
17880,HKG,DAC,333
17881,HKG,DAD,320
17882,HKG,DEL,333
17883,HKG,DME,343
17884,HKG,DOH,332
17885,HKG,DPS,773
17886,HKG,DXB,333
17887,HKG,EWR,77W
17888,HKG,FCO,343
17889,HKG,FOC,333
17890,HKG,FRA,77W
17891,HKG,FUK,321
17892,HKG,HAK,320
17893,HKG,HAN,320
17894,HKG,HGH,321
17895,HKG,HKT,320
17896,HKG,HND,744
17897,HKG,HYD,333
17898,HKG,ICN,333
17899,HKG,JFK,77W
17900,HKG,JNB,744
17901,HKG,KHH,320
17902,HKG,KHV,320
17903,HKG,KIX,333
17904,HKG,KMG,333
17905,HKG,KUL,333
17906,HKG,KWL,320
17907,HKG,LAX,77W
17908,HKG,LHR,77W
17909,HKG,MAA,333
17910,HKG,MEL,333
17911,HKG,MLE,333
17912,HKG,MNL,77W
17913,HKG,MXP,77W
17914,HKG,NAN,332
17915,HKG,NGB,320
17916,HKG,NGO,333
17917,HKG,NKG,333
17918,HKG,NRT,773
17919,HKG,OKA,333
17920,HKG,ORD,77W
17921,HKG,PEK,333
17922,HKG,PEN,333
17923,HKG,PER,333
17924,HKG,PUS,321
17925,HKG,PVG,333
17926,HKG,RUH,333
17927,HKG,SFO,77W
17928,HKG,SGN,321
17929,HKG,SHA,333
17930,HKG,SIN,772
17931,HKG,SUB,333
17932,HKG,SYD,333
17933,HKG,SYX,320
17934,HKG,TAO,333
17935,HKG,TPE,333
17936,HKG,USM,320
17937,HKG,VVO,320
17938,HKG,WNZ,321
17939,HKG,WUH,321
17940,HKG,XIY,320
17941,HKG,XMN,333
17942,HKG,YVR,77W
17943,HKG,YYZ,77W
17944,HKT,HKG,320
17945,HND,HKG,744
17946,HYD,HKG,333
17947,ICN,HKG,333
17948,ICN,TPE,773
17949,JFK,HKG,77W
17950,JFK,YVR,77W
17951,JNB,HKG,744
17952,KBV,BKK,320
17953,KHH,HKG,333
17954,KHI,BKK,333
17955,KHV,HKG,320
17956,KIX,HKG,333
17957,KIX,TPE,333
17958,KMG,HKG,333
17959,KTM,DAC,333
17960,KUL,HKG,772
17961,KWL,HKG,320
17962,LAX,HKG,77W
17963,LHR,HKG,77W
17964,MAA,HKG,333
17965,MAD,DOH,77W
17966,MEL,HKG,333
17967,MLE,HKG,333
17968,MNL,HKG,744
17969,MSY,DFW,M83
17970,MXP,HKG,77W
17971,NAN,HKG,332
17972,NGB,HKG,321
17973,NGO,HKG,343
17974,NGO,TPE,333
17975,NKG,HKG,320
17976,NRT,HKG,773
17977,NRT,TPE,744
17978,OKA,HKG,333
17979,ORD,ATL,CR7
17980,ORD,HKG,77W
17981,PEK,HKG,320
17982,PEN,HKG,333
17983,PER,HKG,333
17984,PUS,HKG,321
17985,PVG,HKG,320
17986,RUH,HKG,333
17987,SFO,HKG,77W
17988,SGN,HKG,77W
17989,SHA,HKG,333
17990,SIN,BKK,333
17991,SIN,CMB,773
17992,SIN,HKG,333
17993,SUB,HKG,333
17994,SYD,HKG,333
17995,SYX,HKG,320
17996,TAO,HKG,333
17997,TPE,FUK,772
17998,TPE,HKG,773
17999,TPE,ICN,773
18000,TPE,KIX,773
18001,TPE,NGO,333
18002,TPE,NRT,744
18003,USM,HKG,319
18004,VCE,DOH,320
18005,VVO,HKG,320
18006,WNZ,HKG,321
18007,WUH,HKG,321
18008,XIY,HKG,320
18009,XMN,HKG,320
18010,YVR,HKG,77W
18011,YVR,JFK,77W
18012,YYZ,HKG,77W
18013,AMS,LCA,320
18014,ATH,LCA,320
18015,AUH,LCA,320
18016,BEY,LCA,320
18017,CDG,LCA,320
18018,FRA,LCA,320
18019,HER,LCA,320
18020,LCA,AMS,320
18021,LCA,ATH,320
18022,LCA,AUH,320
18023,LCA,BEY,320
18024,LCA,CDG,320
18025,LCA,FRA,320
18026,LCA,HER,320
18027,LCA,LHR,320
18028,LCA,MUC,320
18029,LCA,OTP,318
18030,LCA,SKG,320
18031,LCA,SOF,320
18032,LCA,SVO,320
18033,LCA,TLV,320
18034,LCA,ZRH,320
18035,LHR,LCA,320
18036,MUC,FRA,320
18037,MUC,LCA,320
18038,OTP,LCA,318
18039,SKG,LCA,320
18040,SOF,LCA,320
18041,SVO,LCA,320
18042,TLV,LCA,320
18043,ZRH,LCA,320
18044,AAT,URC,73G
18045,ACX,CAN,319
18046,AKL,CAN,787
18047,AKU,URC,E90
18048,ALA,URC,73G
18049,AMS,CAN,332
18050,AMS,CTU,74M
18051,AMS,HGH,777
18052,AMS,PEK,332
18053,AMS,PVG,74M
18054,AMS,XMN,777
18055,AOG,PEK,320
18056,AQG,CAN,E90
18057,ASB,URC,73G
18058,AVA,CAN,319
18059,BAV,CGO,738
18060,BAV,CSX,320
18061,BAV,CTU,321
18062,BAV,SHE,321
18063,BAV,SJW,320
18064,BAV,URC,320
18065,BAV,WUH,738
18066,BFJ,CAN,319
18067,BFJ,SZX,320
18068,BHY,CAN,E90
18069,BHY,CGO,321
18070,BHY,CKG,73G
18071,BHY,CSX,321
18072,BHY,KMG,737
18073,BHY,SJW,321
18074,BKI,SZX,321
18075,BKK,CAN,738
18076,BKK,CGO,738
18077,BKK,CSX,320
18078,BKK,FOC,738
18079,BKK,NBO,763
18080,BKK,NNG,738
18081,BKK,SWA,738
18082,BKK,WUH,73G
18083,BKK,XMN,738
18084,BNE,CAN,332
18085,BSD,KMG,733
18086,CAN,ACX,319
18087,CAN,AKL,787
18088,CAN,AMS,332
18089,CAN,AQG,E90
18090,CAN,AVA,319
18091,CAN,BFJ,319
18092,CAN,BHY,E90
18093,CAN,BKK,320
18094,CAN,BNE,332
18095,CAN,CDG,332
18096,CAN,CGD,319
18097,CAN,CGK,738
18098,CAN,CGO,738
18099,CAN,CGQ,319
18100,CAN,CIH,320
18101,CAN,CKG,319
18102,CAN,CNX,73G
18103,CAN,CSX,320
18104,CAN,CTU,738
18105,CAN,CZX,E90
18106,CAN,DAC,738
18107,CAN,DAD,738
18108,CAN,DEL,73G
18109,CAN,DIG,319
18110,CAN,DLC,320
18111,CAN,DPS,738
18112,CAN,DXB,772
18113,CAN,DYG,320
18114,CAN,FOC,738
18115,CAN,FUG,319
18116,CAN,FUK,319
18117,CAN,HAK,320
18118,CAN,HAN,E90
18119,CAN,HDG,319
18120,CAN,HET,319
18121,CAN,HFE,320
18122,CAN,HGH,321
18123,CAN,HJJ,E90
18124,CAN,HKG,320
18125,CAN,HKT,321
18126,CAN,HRB,320
18127,CAN,HZH,E90
18128,CAN,ICN,321
18129,CAN,JGS,319
18130,CAN,JIQ,319
18131,CAN,JIU,E90
18132,CAN,JJN,737
18133,CAN,JNG,319
18134,CAN,JUH,319
18135,CAN,KHN,320
18136,CAN,KIX,321
18137,CAN,KMG,319
18138,CAN,KOW,319
18139,CAN,KTM,319
18140,CAN,KUL,320
18141,CAN,KWE,738
18142,CAN,KWL,738
18143,CAN,LAX,380
18144,CAN,LHR,787
18145,CAN,LHW,320
18146,CAN,LLB,319
18147,CAN,LYA,E90
18148,CAN,LYG,738
18149,CAN,LZH,320
18150,CAN,MEL,333
18151,CAN,MIG,319
18152,CAN,MLE,772
18153,CAN,MNL,E90
18154,CAN,MXZ,E90
18155,CAN,NAO,319
18156,CAN,NBO,773
18157,CAN,NGB,321
18158,CAN,NKG,332
18159,CAN,NNG,73G
18160,CAN,NNY,E90
18161,CAN,NRT,332
18162,CAN,PEK,333
18163,CAN,PEN,320
18164,CAN,PER,332
18165,CAN,PNH,321
18166,CAN,PVG,320
18167,CAN,REP,320
18168,CAN,RGN,319
18169,CAN,SGN,738
18170,CAN,SHA,77W
18171,CAN,SHE,320
18172,CAN,SIN,319
18173,CAN,SJW,3.2
18174,CAN,SVO,333
18175,CAN,SWA,738
18176,CAN,SYD,332
18177,CAN,SYX,738
18178,CAN,TAO,738
18179,CAN,TEN,319
18180,CAN,TNA,738
18181,CAN,TPE,772
18182,CAN,TSN,738
18183,CAN,TXN,320
18184,CAN,TYN,738
18185,CAN,URC,73G
18186,CAN,WNZ,733
18187,CAN,WUH,738
18188,CAN,WUX,E90
18189,CAN,XFN,738
18190,CAN,XIY,320
18191,CAN,XMN,738
18192,CAN,XUZ,320
18193,CAN,YIH,320
18194,CAN,YIW,738
18195,CAN,YNT,320
18196,CAN,YNZ,738
18197,CAN,YTY,738
18198,CAN,YVR,787
18199,CAN,ZHA,319
18200,CAN,ZYI,319
18201,CDG,CAN,332
18202,CGD,CAN,319
18203,CGD,PEK,321
18204,CGD,SZX,319
18205,CGK,CAN,738
18206,CGK,FOC,738
18207,CGK,XMN,738
18208,CGO,BAV,738
18209,CGO,BHY,321
18210,CGO,BKK,738
18211,CGO,CAN,73G
18212,CGO,CGQ,738
18213,CGO,CJU,738
18214,CGO,CKG,738
18215,CGO,CTU,73G
18216,CGO,DLC,319
18217,CGO,DSN,738
18218,CGO,FOC,752
18219,CGO,HAK,738
18220,CGO,HGH,738
18221,CGO,HKG,738
18222,CGO,HMI,733
18223,CGO,HRB,320
18224,CGO,ICN,73J
18225,CGO,INC,738
18226,CGO,KHH,738
18227,CGO,KMG,73G
18228,CGO,KWE,319
18229,CGO,LHW,737
18230,CGO,NNG,738
18231,CGO,NNY,320
18232,CGO,PEK,320
18233,CGO,PVG,320
18234,CGO,SHA,738
18235,CGO,SHE,73G
18236,CGO,SYX,320
18237,CGO,SZX,733
18238,CGO,TAO,738
18239,CGO,TPE,738
18240,CGO,URC,738
18241,CGO,UYN,738
18242,CGO,WNZ,733
18243,CGO,XMN,733
18244,CGO,XNN,737
18245,CGO,YIW,738
18246,CGO,YTY,738
18247,CGO,ZUH,738
18248,CGQ,CAN,321
18249,CGQ,CGO,738
18250,CGQ,CJU,321
18251,CGQ,CKG,321
18252,CGQ,HET,319
18253,CGQ,HFE,320
18254,CGQ,HGH,319
18255,CGQ,ICN,321
18256,CGQ,KHN,320
18257,CGQ,NBS,319
18258,CGQ,NGB,737
18259,CGQ,NKG,319
18260,CGQ,NRT,321
18261,CGQ,PEK,320
18262,CGQ,PVG,319
18263,CGQ,TAO,321
18264,CGQ,TNA,320
18265,CGQ,TPE,320
18266,CGQ,TYN,319
18267,CGQ,WUH,320
18268,CGQ,YNJ,320
18269,CIH,CAN,320
18270,CIH,DAT,320
18271,CIH,PEK,320
18272,CJU,CGO,738
18273,CJU,CGQ,321
18274,CJU,CSX,320
18275,CJU,DLC,320
18276,CJU,HRB,320
18277,CJU,SHE,321
18278,CJU,SZX,320
18279,CKG,BHY,73G
18280,CKG,CAN,321
18281,CKG,CGO,738
18282,CKG,CGQ,321
18283,CKG,CSX,320
18284,CKG,FOC,737
18285,CKG,HAK,733
18286,CKG,HGH,737
18287,CKG,JHG,73G
18288,CKG,KHN,737
18289,CKG,KMG,321
18290,CKG,KWE,738
18291,CKG,KWL,738
18292,CKG,LJG,737
18293,CKG,LXA,319
18294,CKG,NNG,738
18295,CKG,PEK,319
18296,CKG,SHE,321
18297,CKG,SYX,320
18298,CKG,SZX,320
18299,CKG,TSN,320
18300,CKG,URC,738
18301,CKG,WUH,73G
18302,CKG,XIY,320
18303,CKG,XMN,737
18304,CKG,XNN,737
18305,CKG,YCU,733
18306,CKG,YIH,737
18307,CNX,CAN,73G
18308,CSX,BAV,320
18309,CSX,BHY,321
18310,CSX,BKK,320
18311,CSX,CAN,320
18312,CSX,CJU,320
18313,CSX,CKG,320
18314,CSX,CTU,320
18315,CSX,CZX,320
18316,CSX,DLC,321
18317,CSX,DYG,320
18318,CSX,FOC,737
18319,CSX,HAK,733
18320,CSX,HET,320
18321,CSX,HFE,320
18322,CSX,HGH,320
18323,CSX,HJJ,320
18324,CSX,HRB,321
18325,CSX,ICN,320
18326,CSX,INC,320
18327,CSX,JJN,737
18328,CSX,KMG,321
18329,CSX,KWE,737
18330,CSX,LHW,320
18331,CSX,LZO,737
18332,CSX,MIG,737
18333,CSX,NGB,738
18334,CSX,NKG,320
18335,CSX,NNG,738
18336,CSX,PEK,321
18337,CSX,PVG,320
18338,CSX,SHA,321
18339,CSX,SJW,320
18340,CSX,SWA,738
18341,CSX,SYX,321
18342,CSX,SZX,752
18343,CSX,TAO,320
18344,CSX,TNA,320
18345,CSX,TPE,320
18346,CSX,TSN,320
18347,CSX,TXN,320
18348,CSX,TYN,738
18349,CSX,URC,752
18350,CSX,WNZ,752
18351,CSX,XIY,320
18352,CSX,XMN,320
18353,CSX,XNN,320
18354,CSX,YCU,733
18355,CSX,YNT,320
18356,CSX,YTY,320
18357,CSX,ZUH,738
18358,CTU,AMS,74M
18359,CTU,BAV,321
18360,CTU,CAN,738
18361,CTU,CGO,738
18362,CTU,CSX,320
18363,CTU,FOC,737
18364,CTU,HAK,320
18365,CTU,HGH,737
18366,CTU,KMG,737
18367,CTU,KWE,738
18368,CTU,KWL,738
18369,CTU,NNY,E90
18370,CTU,PEK,330
18371,CTU,SWA,738
18372,CTU,SZX,321
18373,CTU,TNA,320
18374,CTU,TYN,321
18375,CTU,URC,738
18376,CTU,WUH,738
18377,CTU,XIY,320
18378,CTU,XMN,737
18379,CTU,YNT,321
18380,CZX,CAN,E90
18381,CZX,CSX,320
18382,CZX,FOC,737
18383,CZX,SHE,320
18384,CZX,SZX,320
18385,CZX,TYN,737
18386,DAC,CAN,738
18387,DAD,CAN,738
18388,DAT,CIH,320
18389,DAT,TYN,737
18390,DDG,PVG,320
18391,DEL,CAN,73G
18392,DIG,CAN,319
18393,DIG,KMG,737
18394,DLC,CAN,321
18395,DLC,CGO,319
18396,DLC,CJU,320
18397,DLC,CSX,321
18398,DLC,HET,320
18399,DLC,HGH,320
18400,DLC,ICN,321
18401,DLC,KHN,738
18402,DLC,KIX,319
18403,DLC,MDG,319
18404,DLC,NGB,321
18405,DLC,NGO,319
18406,DLC,NKG,320
18407,DLC,NRT,319
18408,DLC,PEK,321
18409,DLC,PVG,321
18410,DLC,SJW,320
18411,DLC,SZX,319
18412,DLC,TAO,737
18413,DLC,TNA,320
18414,DLC,TOY,319
18415,DLC,TPE,320
18416,DLC,TSN,320
18417,DLC,TXN,320
18418,DLC,TYN,320
18419,DLC,WUH,321
18420,DLC,XIY,321
18421,DLC,YNJ,319
18422,DLC,YNZ,73G
18423,DLC,YTY,320
18424,DLU,KMG,319
18425,DLU,KWE,319
18426,DNH,URC,E90
18427,DNH,XIY,E90
18428,DPS,CAN,738
18429,DPS,SZX,320
18430,DQA,PEK,319
18431,DQA,TAO,319
18432,DSN,CGO,738
18433,DTW,PEK,777
18434,DTW,PVG,77L
18435,DXB,CAN,772
18436,DYG,CAN,320
18437,DYG,CSX,320
18438,DYG,PEK,320
18439,DYG,SZX,319
18440,DYG,TPE,320
18441,DYG,TYN,320
18442,DYU,URC,752
18443,ENH,WUH,738
18444,FOC,BKK,738
18445,FOC,CAN,738
18446,FOC,CGK,738
18447,FOC,CGO,752
18448,FOC,CKG,737
18449,FOC,CSX,737
18450,FOC,CTU,737
18451,FOC,CZX,737
18452,FOC,HAK,737
18453,FOC,HGH,737
18454,FOC,HRB,737
18455,FOC,KMG,737
18456,FOC,KUL,738
18457,FOC,KWE,737
18458,FOC,KWL,737
18459,FOC,MFM,738
18460,FOC,NKG,737
18461,FOC,NNG,737
18462,FOC,PEK,737
18463,FOC,SHA,737
18464,FOC,SIN,738
18465,FOC,SYX,737
18466,FOC,SZX,320
18467,FOC,TAO,737
18468,FOC,TNA,737
18469,FOC,WUH,738
18470,FOC,XIY,737
18471,FOC,ZUH,737
18472,FRU,URC,73G
18473,FUG,CAN,319
18474,FUK,CAN,319
18475,FUK,SHE,319
18476,GMP,PEK,321
18477,GYD,URC,73G
18478,HAK,CAN,321
18479,HAK,CGO,320
18480,HAK,CKG,733
18481,HAK,CSX,733
18482,HAK,CTU,320
18483,HAK,FOC,737
18484,HAK,HGH,320
18485,HAK,KMG,320
18486,HAK,NKG,320
18487,HAK,NNG,738
18488,HAK,PEK,320
18489,HAK,PVG,320
18490,HAK,SZX,321
18491,HAK,WUH,320
18492,HAK,XMN,733
18493,HAK,ZUH,738
18494,HAN,CAN,E90
18495,HAN,PEK,321
18496,HDG,CAN,319
18497,HEK,HRB,320
18498,HET,CAN,319
18499,HET,CGQ,319
18500,HET,CSX,320
18501,HET,DLC,320
18502,HET,HGH,737
18503,HET,INC,319
18504,HET,NKG,737
18505,HET,SHE,319
18506,HET,TAO,73G
18507,HET,TGO,319
18508,HET,TNA,737
18509,HET,TSN,737
18510,HET,URC,319
18511,HET,XIL,319
18512,HFE,CAN,320
18513,HFE,CGQ,320
18514,HFE,CSX,320
18515,HFE,HRB,738
18516,HFE,KMG,737
18517,HFE,SZX,320
18518,HFE,TYN,737
18519,HFE,XIY,738
18520,HFE,XMN,733
18521,HFE,ZUH,738
18522,HGH,AMS,777
18523,HGH,CAN,320
18524,HGH,CGO,738
18525,HGH,CGQ,321
18526,HGH,CKG,737
18527,HGH,CSX,320
18528,HGH,CTU,737
18529,HGH,DLC,320
18530,HGH,FOC,737
18531,HGH,HAK,320
18532,HGH,HET,737
18533,HGH,HRB,320
18534,HGH,JJN,737
18535,HGH,KMG,737
18536,HGH,KWE,737
18537,HGH,KWL,738
18538,HGH,LHW,752
18539,HGH,LJG,737
18540,HGH,MFM,738
18541,HGH,NNG,319
18542,HGH,NNY,E90
18543,HGH,PEK,321
18544,HGH,SHE,320
18545,HGH,SJW,737
18546,HGH,SYX,321
18547,HGH,SZX,320
18548,HGH,TAO,738
18549,HGH,TNA,737
18550,HGH,TSN,737
18551,HGH,TYN,737
18552,HGH,URC,73G
18553,HGH,WUH,738
18554,HGH,XIY,321
18555,HGH,XMN,737
18556,HGH,ZUH,738
18557,HJJ,CAN,E90
18558,HJJ,CSX,320
18559,HKG,CAN,320
18560,HKG,CGO,738
18561,HKG,MXZ,E90
18562,HKG,PEK,321
18563,HKG,SHE,320
18564,HKG,SWA,738
18565,HKG,WUH,738
18566,HKG,XMN,738
18567,HKT,CAN,321
18568,HKT,KWE,738
18569,HKT,SZX,321
18570,HMI,CGO,733
18571,HMI,URC,E90
18572,HRB,CAN,320
18573,HRB,CGO,320
18574,HRB,CJU,320
18575,HRB,CSX,321
18576,HRB,FOC,737
18577,HRB,HEK,320
18578,HRB,HFE,738
18579,HRB,HGH,320
18580,HRB,ICN,320
18581,HRB,KHN,737
18582,HRB,KIJ,320
18583,HRB,KIX,319
18584,HRB,LDS,320
18585,HRB,NGB,320
18586,HRB,NKG,320
18587,HRB,OHE,319
18588,HRB,PEK,319
18589,HRB,PVG,319
18590,HRB,SJW,321
18591,HRB,SZX,320
18592,HRB,TAO,319
18593,HRB,TNA,320
18594,HRB,TPE,321
18595,HRB,TSN,320
18596,HRB,XIY,320
18597,HRB,YCU,320
18598,HRB,YIW,738
18599,HRB,YNT,320
18600,HRB,YNZ,737
18601,HRB,YTY,320
18602,HSN,JJN,737
18603,HSN,LYG,320
18604,HSN,PEK,737
18605,HSN,SZX,320
18606,HSN,XMN,737
18607,HTN,URC,E90
18608,HZH,CAN,E90
18609,ICN,CAN,321
18610,ICN,CGO,73J
18611,ICN,CGQ,321
18612,ICN,CSX,320
18613,ICN,DLC,321
18614,ICN,HRB,320
18615,ICN,MDG,73J
18616,ICN,PEK,321
18617,ICN,PVG,738
18618,ICN,SHE,321
18619,ICN,WUH,738
18620,ICN,YNJ,321
18621,IKA,URC,73G
18622,INC,CGO,738
18623,INC,CSX,320
18624,INC,HET,319
18625,INC,NKG,738
18626,INC,PEK,320
18627,INC,TYN,320
18628,INC,URC,738
18629,INC,WUH,737
18630,INC,XIY,320
18631,INC,XUZ,73G
18632,ISB,PEK,310
18633,ISB,URC,752
18634,IST,URC,330
18635,JGS,CAN,319
18636,JHG,CKG,73G
18637,JHG,KMG,733
18638,JIQ,CAN,319
18639,JIU,CAN,E90
18640,JJN,CAN,737
18641,JJN,CSX,737
18642,JJN,HGH,737
18643,JJN,HSN,737
18644,JJN,KWE,737
18645,JJN,MFM,738
18646,JJN,NKG,737
18647,JJN,PEK,737
18648,JJN,SHA,737
18649,JJN,SZX,737
18650,JJN,WUH,737
18651,JMU,PVG,320
18652,JNG,CAN,319
18653,JUH,CAN,319
18654,JUH,XMN,737
18655,JXA,SHE,320
18656,KCA,URC,E90
18657,KHG,URC,E90
18658,KHH,CGO,738
18659,KHH,WUH,738
18660,KHN,CAN,320
18661,KHN,CGQ,320
18662,KHN,CKG,737
18663,KHN,DLC,738
18664,KHN,HRB,737
18665,KHN,KMG,320
18666,KHN,LYA,319
18667,KHN,NKG,738
18668,KHN,NNG,738
18669,KHN,SZX,321
18670,KHN,TYN,321
18671,KHN,XIY,737
18672,KHN,XMN,737
18673,KHN,ZUH,738
18674,KIJ,HRB,320
18675,KIX,CAN,321
18676,KIX,DLC,319
18677,KIX,HRB,319
18678,KIX,SHE,320
18679,KMG,BHY,737
18680,KMG,BSD,733
18681,KMG,CAN,737
18682,KMG,CGO,737
18683,KMG,CKG,321
18684,KMG,CSX,320
18685,KMG,CTU,737
18686,KMG,DIG,737
18687,KMG,DLU,319
18688,KMG,FOC,737
18689,KMG,HAK,320
18690,KMG,HFE,737
18691,KMG,HGH,737
18692,KMG,JHG,733
18693,KMG,KHN,733
18694,KMG,KWE,73G
18695,KMG,KWL,738
18696,KMG,LHW,320
18697,KMG,LJG,73G
18698,KMG,LNJ,737
18699,KMG,NKG,737
18700,KMG,NNG,738
18701,KMG,PEK,333
18702,KMG,SHA,733
18703,KMG,SYM,733
18704,KMG,SYX,733
18705,KMG,SZX,737
18706,KMG,TAO,320
18707,KMG,WNH,737
18708,KMG,WUH,321
18709,KMG,XIY,737
18710,KMG,XMN,737
18711,KMG,YIW,738
18712,KMG,ZAT,733
18713,KMG,ZUH,738
18714,KOW,CAN,319
18715,KOW,PEK,320
18716,KOW,SZX,320
18717,KRL,URC,738
18718,KRY,URC,73G
18719,KTM,CAN,319
18720,KUL,CAN,320
18721,KUL,FOC,738
18722,KUL,PVG,333
18723,KUL,XMN,738
18724,KWE,CAN,738
18725,KWE,CGO,319
18726,KWE,CKG,738
18727,KWE,CSX,737
18728,KWE,CTU,738
18729,KWE,DLU,319
18730,KWE,FOC,737
18731,KWE,HGH,737
18732,KWE,HKT,738
18733,KWE,JJN,737
18734,KWE,KMG,738
18735,KWE,LJG,319
18736,KWE,NKG,738
18737,KWE,NNG,73G
18738,KWE,PEK,738
18739,KWE,PVG,738
18740,KWE,SHA,73G
18741,KWE,SWA,738
18742,KWE,SZX,320
18743,KWE,TAO,738
18744,KWE,TPE,738
18745,KWE,URC,73G
18746,KWE,WUH,73G
18747,KWE,XIY,73G
18748,KWE,XNN,738
18749,KWE,ZUH,73G
18750,KWL,CAN,73G
18751,KWL,CKG,738
18752,KWL,CTU,738
18753,KWL,FOC,737
18754,KWL,HGH,738
18755,KWL,KMG,738
18756,KWL,NGB,738
18757,KWL,NKG,738
18758,KWL,NNG,738
18759,KWL,PEK,738
18760,KWL,PVG,738
18761,KWL,SHE,738
18762,KWL,SWA,738
18763,KWL,SZX,738
18764,KWL,TNA,738
18765,KWL,TPE,738
18766,KWL,WNZ,738
18767,KWL,WUH,73G
18768,KWL,XIY,73G
18769,KWL,XMN,737
18770,LAX,CAN,380
18771,LBD,URC,73G
18772,LDS,HRB,320
18773,LHR,CAN,787
18774,LHW,CAN,320
18775,LHW,CGO,737
18776,LHW,CSX,320
18777,LHW,HGH,752
18778,LHW,KMG,320
18779,LHW,SHE,319
18780,LHW,TNA,320
18781,LHW,URC,319
18782,LHW,WUH,737
18783,LJG,CKG,737
18784,LJG,HGH,737
18785,LJG,KMG,320
18786,LJG,KWE,319
18787,LLB,CAN,319
18788,LNJ,KMG,733
18789,LUN,NBO,763
18790,LXA,CKG,319
18791,LXA,XIY,319
18792,LYA,CAN,E90
18793,LYA,KHN,319
18794,LYG,CAN,320
18795,LYG,HSN,320
18796,LYG,XUZ,738
18797,LZH,CAN,320
18798,LZO,CSX,737
18799,LZO,SZX,319
18800,MDG,DLC,319
18801,MDG,ICN,73J
18802,MDG,PVG,320
18803,MEL,CAN,333
18804,MFM,FOC,738
18805,MFM,HGH,738
18806,MFM,JJN,738
18807,MFM,XMN,738
18808,MIG,CAN,319
18809,MIG,CSX,737
18810,MLE,CAN,772
18811,MNL,CAN,E90
18812,MNL,XMN,321
18813,MXZ,CAN,E90
18814,MXZ,HKG,E90
18815,MXZ,SZX,E90
18816,MXZ,ZUH,E90
18817,NAO,CAN,319
18818,NAO,PEK,319
18819,NAO,SZX,321
18820,NBO,BKK,763
18821,NBO,CAN,773
18822,NBO,LUN,738
18823,NBS,CGQ,319
18824,NBS,PEK,319
18825,NBS,SHE,320
18826,NDG,PVG,320
18827,NGB,CAN,320
18828,NGB,CGQ,737
18829,NGB,CSX,738
18830,NGB,DLC,321
18831,NGB,HRB,320
18832,NGB,KWL,738
18833,NGB,PEK,320
18834,NGB,SWA,738
18835,NGB,SZX,321
18836,NGB,TAO,738
18837,NGB,WUH,738
18838,NGB,XMN,737
18839,NGO,DLC,319
18840,NGO,PVG,320
18841,NGO,SHE,319
18842,NKG,CAN,320
18843,NKG,CGQ,319
18844,NKG,CSX,320
18845,NKG,DLC,320
18846,NKG,FOC,737
18847,NKG,HAK,320
18848,NKG,HET,737
18849,NKG,HRB,320
18850,NKG,INC,738
18851,NKG,JJN,737
18852,NKG,KHN,738
18853,NKG,KMG,737
18854,NKG,KWE,319
18855,NKG,KWL,738
18856,NKG,SHE,738
18857,NKG,SWA,738
18858,NKG,SZX,320
18859,NKG,URC,73G
18860,NKG,XIY,320
18861,NKG,XMN,319
18862,NLT,URC,E90
18863,NNG,BKK,738
18864,NNG,CAN,738
18865,NNG,CGO,738
18866,NNG,CKG,738
18867,NNG,CSX,738
18868,NNG,FOC,737
18869,NNG,HAK,738
18870,NNG,HGH,738
18871,NNG,KHN,738
18872,NNG,KMG,738
18873,NNG,KWE,73G
18874,NNG,KWL,738
18875,NNG,PEK,738
18876,NNG,PVG,73G
18877,NNG,SHA,738
18878,NNG,SWA,738
18879,NNG,SZX,738
18880,NNG,TPE,738
18881,NNG,WUH,738
18882,NNG,XMN,737
18883,NNY,CAN,E90
18884,NNY,CGO,320
18885,NNY,CTU,E90
18886,NNY,HGH,E90
18887,NNY,SHA,E90
18888,NNY,SZX,319
18889,NRT,CAN,332
18890,NRT,CGQ,321
18891,NRT,DLC,319
18892,NRT,PEK,73H
18893,NRT,SHE,320
18894,NTG,CAN,738
18895,OHE,HRB,319
18896,OSS,URC,73G
18897,OVB,URC,73G
18898,PEK,AMS,332
18899,PEK,AOG,320
18900,PEK,CAN,330
18901,PEK,CGD,321
18902,PEK,CGO,320
18903,PEK,CGQ,320
18904,PEK,CIH,320
18905,PEK,CKG,319
18906,PEK,CSX,321
18907,PEK,CTU,330
18908,PEK,DLC,321
18909,PEK,DQA,319
18910,PEK,DTW,777
18911,PEK,DYG,320
18912,PEK,FOC,737
18913,PEK,GMP,321
18914,PEK,HAK,320
18915,PEK,HAN,321
18916,PEK,HGH,321
18917,PEK,HKG,321
18918,PEK,HRB,320
18919,PEK,HSN,737
18920,PEK,ICN,321
18921,PEK,INC,320
18922,PEK,ISB,310
18923,PEK,JJN,737
18924,PEK,KMG,321
18925,PEK,KOW,320
18926,PEK,KWE,738
18927,PEK,KWL,738
18928,PEK,NAO,319
18929,PEK,NBS,319
18930,PEK,NGB,320
18931,PEK,NNG,330
18932,PEK,NRT,767
18933,PEK,PVG,333
18934,PEK,SEA,76W
18935,PEK,SHA,333
18936,PEK,SHE,321
18937,PEK,SWA,738
18938,PEK,SYX,321
18939,PEK,SZX,333
18940,PEK,TAS,330
18941,PEK,TEN,319
18942,PEK,URC,321
